make,model,mileage_mi,manufacture_year,engine_displacement,engine_power,body_type,transmission,door_count,seat_count,fuel_type,priceUSD,country,exterior_color,city
skoda,fabia,35554.734,2012,1600,77,compact,M,None,NA,gasoline,7954.102800000001,EU,NA,NA
skoda,octavia,172710.036,2005,2000,103,,M,5,5,diesel,4356.774,EU,NA,NA
skoda,octavia,223560,1999,1896,81,other,M,5,5,,2052,EU,NA,NA
skoda,octavia,128635.803,2007,1900,77,stationwagon,M,5,5,diesel,1398.9672,EU,NA,NA
volkswagen,polo,114640.947,2008,1200,51,other,M,4,5,,3456.1188,EU,NA,NA
nissan,juke,1.242,2016,1461,81,other,M,4,5,,19860.120000000003,EU,NA,NA
opel,astra,83828.79,2002,1598,62,other,M,5,5,,2552.04,EU,NA,NA
volkswagen,golf,34301.556,2012,1200,77,other,M,5,5,,10792.008000000002,EU,NA,NA
audi,coupe,8383.5,2015,1968,135,,M,2,3,diesel,42404.547600000005,EU,NA,NA
audi,a8,227286,2001,2496,132,other,A,4,5,,4860,EU,NA,NA
opel,astra,133515,2004,1686,59,,M,4,5,diesel,1080.6372000000001,EU,NA,NA
ford,focus,12604.437,2015,1498,88,,M,4,5,diesel,19300.302000000003,EU,NA,NA
fiat,punto,57318.3,2010,1242,44,other,M,5,5,,5400,EU,NA,NA
chrysler,pt-cruiser,89070.03,2002,1598,85,other,M,5,5,,2646,EU,NA,NA
citroen,ds3,36639,2012,1598,115,coupe,M,3,5,gasoline,1398.9672,EU,NA,NA
audi,q5,106191,2009,1968,125,,M,4,5,diesel,17172,EU,NA,NA
skoda,rapid,21657.375,2015,1197,63,other,M,5,NA,,12190.9644,EU,NA,NA
kia,sportage,23137.839,2013,1591,99,other,M,5,5,,23166,EU,NA,NA
bmw,x5,149040,2000,4398,210,other,A,5,5,,4756.482,EU,NA,NA
volkswagen,golf-sportsvan,21828.15,2014,1598,81,other,M,4,5,,16718.4,EU,NA,NA
chevrolet,orlando,44401.5,2012,1998,120,other,M,5,7,,11880,EU,NA,NA
mazda,rx-8,37881,2006,1308,170,,M,4,4,gasoline,5292.7992,EU,NA,NA
volkswagen,passat,104366.502,2011,2000,103,stationwagon,M,5,5,diesel,1398.9672,EU,NA,NA
volkswagen,multivan,117990,2004,2460,96,other,M,5,7,,10800,EU,NA,NA
volkswagen,tiguan,9.315,2015,1968,130,other,A,5,5,,36612,EU,NA,NA
citroen,c8,56376.243,2004,1997,100,,A,4,6,gasoline,7010.247600000001,EU,NA,NA
audi,a5,46575,2010,2967,176,other,A,2,4,,28728.000000000004,EU,NA,NA
nissan,pulsar,3726,2015,1197,85,,M,None,NA,gasoline,14385.340800000002,EU,NA,NA
ford,fiesta,24522.668999999998,2014,1242,60,other,M,4,5,,11869.2,EU,NA,NA
audi,q7,77935.5,2011,2967,180,,A,4,5,diesel,40679.280000000006,EU,NA,NA
fiat,punto,52614.225,2007,1248,50,,M,None,NA,diesel,3888.0000000000005,EU,NA,NA
peugeot,partner,71415,2006,1560,55,other,M,3,2,,3780.0000000000005,EU,NA,NA
ford,fiesta,38253.6,2012,1242,60,other,M,4,5,,7889.551200000001,EU,NA,NA
skoda,octavia,87964.65,2013,1968,110,other,A,5,5,,16783.5672,EU,NA,NA
volkswagen,passat,76443.237,2012,1968,125,other,A,4,5,,20355.84,EU,NA,NA
kia,rio,77625,2012,1248,62,other,M,5,5,,10260,EU,NA,NA
renault,kangoo,100602,2003,1461,48,other,M,5,5,,2322,EU,NA,NA
volkswagen,golf,8366.733,2015,1197,77,other,M,5,5,,23004,EU,NA,NA
hyundai,terracan,106812,2002,2900,110,,M,4,5,diesel,3456.5184000000004,EU,NA,NA
fiat,grande-punto,90045,2006,1248,55,other,M,5,5,,5022,EU,NA,NA
citroen,xsara-picasso,74520,2002,1749,85,other,M,5,5,,1782.0000000000002,EU,NA,NA
mitsubishi,pajero,71120.646,2008,3198,125,offroad,A,5,5,diesel,1398.9672,EU,NA,NA
hyundai,ix20,9.315,2016,1398,66,other,M,5,5,,123931.08,EU,NA,NA
opel,corsa,74520,2006,1229,59,,M,2,5,gasoline,4741.3728,EU,NA,NA
bmw,320i,179469,2001,2171,125,stationwagon,A,5,5,diesel,1398.9672,EU,NA,NA
volkswagen,passat,35664.03,2013,2000,103,other,M,5,5,,21598.920000000002,EU,NA,NA
renault,scenic,55890,2008,1870,96,other,M,5,5,,7344.000000000001,EU,NA,NA
toyota,auris,279.45,2016,1197,85,other,M,5,5,,20833.2,EU,NA,NA
opel,vivaro,71415,2004,1870,60,other,M,4,2,,4318.92,EU,NA,NA
seat,ibiza,167670,2009,1422,51,,M,2,5,diesel,4213.242,EU,NA,NA
chrysler,voyager,130410,2002,3301,128,,A,4,7,gasoline,2106.2376000000004,EU,NA,NA
nissan,qashqai,31.05,2015,1200,85,,M,4,5,gasoline,20865.3084,EU,NA,NA
opel,corsa,13652.685,2012,1229,51,,M,2,5,gasoline,10799.7948,EU,NA,NA
seat,ibiza,25461,2011,1198,51,other,M,5,5,,8100.000000000001,EU,NA,NA
chevrolet,niva,68931,2003,1690,60,other,M,3,4,,1728,EU,NA,NA
kia,carens,9.315,2015,1685,100,other,M,4,5,,23738.4,EU,NA,NA
nissan,almera-tino,150524.19,2002,2184,84,other,M,5,5,,3132,EU,NA,NA
skoda,octavia,38191.5,2013,1968,110,other,M,4,5,,22572,EU,NA,NA
volkswagen,touareg,113953.5,2006,2967,165,other,A,5,5,,12960,EU,NA,NA
toyota,corolla,61447.95,2006,1598,81,other,A,4,5,,6369.678000000001,EU,NA,NA
seat,leon,15996.339,2014,1598,77,other,M,5,5,,17808.120000000003,EU,NA,NA
citroen,ds3,55206.9,2010,1560,67,other,M,3,NA,,11772,EU,NA,NA
toyota,yaris,7629.606,2015,1497,74,other,A,5,NA,,18846,EU,NA,NA
mitsubishi,colt,65763.9,2012,1124,55,other,M,2,5,,7452.000000000001,EU,NA,NA
ford,fiesta,72036,2011,1560,70,other,M,5,5,,7128.000000000001,EU,NA,NA
fiat,500,56511,2007,1248,55,other,M,3,4,,7452.000000000001,EU,NA,NA
nissan,micra,149040,2007,1240,59,other,M,4,5,,2054.7972,EU,NA,NA
ford,ka,48410.676,2004,1299,44,other,M,3,4,,1458,EU,NA,NA
skoda,superb,87126.3,2011,1600,77,other,A,,NA,,1398.9672,EU,NA,NA
skoda,citigo,32276.475,2013,999,55,,M,4,4,gasoline,6943.8168000000005,EU,NA,NA
mini,cooper,102465,2001,1598,85,other,M,3,4,,4860,EU,NA,NA
volkswagen,polo,35397,2012,1198,44,other,M,4,5,,9614.16,EU,NA,NA
fiat,500,12.42,2015,1242,51,,M,None,4,gasoline,11876.241600000001,EU,NA,NA
ford,fiesta,12.42,2016,998,74,other,M,4,5,,17161.2,EU,NA,NA
skoda,fabia,34851.141,2010,1200,51,coupe,M,5,5,gasoline,1398.9672,EU,NA,NA
citroen,c4-picasso,86877.279,2013,1600,82,other,A,5,7,,10192.446000000002,EU,NA,NA
nissan,qashqai,58374,2010,1461,78,,M,4,5,diesel,10692.799200000001,EU,NA,NA
citroen,c8,128547,2006,2179,94,other,M,4,6,,3230.5284,EU,NA,NA
mazda,5,6.21,2016,2191,110,,M,4,5,diesel,26311.834800000004,EU,NA,NA
citroen,c1,3260.25,2015,998,51,other,M,4,4,,11842.1892,EU,NA,NA
mercedes-benz,viano,131652,2007,2148,110,,M,4,7,diesel,23767.0308,EU,NA,NA
opel,corsa,0.621,2015,1598,152,,M,2,5,gasoline,21926.4408,EU,NA,NA
hyundai,i40,16521.704999999998,2014,1700,100,other,M,5,5,,17986.676400000004,EU,NA,NA
hyundai,getz,93615.75,2005,1341,63,other,M,3,5,,1726.92,EU,NA,NA
opel,corsa,39744,2005,998,44,,M,2,5,gasoline,2106.6372,EU,NA,NA
audi,a6,23287.5,2011,1984,125,,M,4,5,gasoline,21479.126400000005,EU,NA,NA
toyota,corolla,61479,2002,18400,71,other,M,,NA,,1398.9672,EU,NA,NA
renault,espace,147265.80299999999,2004,1870,85,other,M,5,5,,1398.9672,EU,NA,NA
opel,corsa,32292,2012,1398,64,other,M,2,5,,7986.6,EU,NA,NA
volkswagen,golf,11178,2015,1984,221,other,A,4,5,,36612,EU,NA,NA
fiat,bravo,93452.427,2011,1598,77,other,M,5,5,,5076,EU,NA,NA
bmw,z4,46575,2006,2497,130,other,A,2,2,,10908,EU,NA,NA
nissan,qashqai,3.105,2015,1598,96,,M,4,5,diesel,24502.7268,EU,NA,NA
volvo,v70,133142.4,2003,2521,155,other,A,5,5,,6372,EU,NA,NA
skoda,yeti,31.05,2016,1197,81,other,M,5,5,,18889.2,EU,NA,NA
hyundai,i40,62.1,2015,1685,100,,M,5,5,diesel,23425.2,EU,NA,NA
skoda,fabia,106925.022,2009,1598,77,stationwagon,M,5,5,,1398.9672,EU,NA,NA
skoda,fabia,116127,2001,1896,47,other,M,,NA,diesel,1398.9672,EU,NA,NA
opel,corsa,17077.5,2015,1398,66,,M,4,5,gasoline,10755.4284,EU,NA,NA
seat,ibiza,15881.454,2015,1598,77,other,M,4,5,,11478.240000000002,EU,NA,NA
ford,mondeo,165926.853,2002,1798,81,,M,4,5,gasoline,2052.1620000000003,EU,NA,NA
skoda,fabia,50192.945999999996,2011,1198,51,,M,4,5,gasoline,6363.5652,EU,NA,NA
audi,r8,4657.5,2014,4163,316,,A,2,2,gasoline,88854.9048,EU,NA,NA
renault,scenic,68310,2001,1598,79,van,M,5,5,gasoline,1398.9672,EU,NA,NA
skoda,fabia,156916.143,2000,1390,74,,M,4,5,gasoline,1944.7992000000002,EU,NA,NA
citroen,ds3,4881.06,2015,1560,73,other,M,3,5,,17920.440000000002,EU,NA,NA
citroen,xantia,136814.994,2000,1761,81,other,M,5,5,,1078.92,EU,NA,NA
citroen,c5,48751.605,2012,1600,83,other,M,4,5,,15238.800000000001,EU,NA,NA
ford,ka,76072.5,2005,1299,44,other,M,3,4,,1490.4,EU,NA,NA
skoda,octavia,11302.2,2015,1598,77,other,M,4,5,,19872,EU,NA,NA
honda,civic,3.105,2015,1798,104,,M,4,5,gasoline,16596.0252,EU,NA,NA
audi,q5,76061.322,2009,2000,125,other,M,5,5,,21805.2,EU,NA,NA
mitsubishi,space-star,86542.56,2001,1299,60,other,M,5,5,,1398.9672,EU,NA,NA
mercedes-benz,190,110408.211,1990,1797,80,,A,4,5,gasoline,3240.2376,EU,NA,NA
opel,astra,75435.975,2009,1598,85,,M,4,5,gasoline,5886.6372,EU,NA,NA
fiat,500,3.105,2016,875,77,other,M,2,4,,17485.2,EU,NA,NA
renault,captur,621,2016,898,66,other,M,4,5,,19980,EU,NA,NA
volkswagen,caddy,137794.932,1500,1600,75,other,M,,NA,,1398.9672,EU,NA,NA
bmw,x3,40335.192,2012,1995,135,other,M,5,NA,,24829.2,EU,NA,NA
ford,fiesta,49059,2011,1596,88,,M,5,5,gasoline,10260,EU,NA,NA
volkswagen,passat,122026.5,2007,1968,103,other,M,5,5,,1958.5476,EU,NA,NA
ford,focus,137718.549,1999,1796,85,stationwagon,M,4,5,gasoline,1398.9672,EU,NA,NA
jeep,cherokee,86274.909,2005,2776,120,offroad,M,5,5,diesel,1398.9672,EU,NA,NA
citroen,berlingo,120474,2002,1868,51,other,M,4,5,,2106,EU,NA,NA
opel,insignia,34028.316,2014,1956,104,other,M,5,5,,21589.2,EU,NA,NA
volkswagen,touran,43160.742,2010,1197,77,other,M,5,5,,16189.2,EU,NA,NA
fiat,stilo,142457.4,2004,1910,59,other,M,5,5,,3397.4856000000004,EU,NA,NA
audi,90,5278.5,2015,1422,67,other,M,5,NA,,24732,EU,NA,NA
volkswagen,golf,34776,2012,1197,63,other,M,3,5,,11750.400000000001,EU,NA,NA
porsche,cayenne,68310,2005,3189,184,,A,4,5,gasoline,14473.080000000002,EU,NA,NA
skoda,fabia,84456,2001,1390,74,coupe,M,,NA,diesel,1398.9672,EU,NA,NA
skoda,octavia,69335.89199999999,2009,1400,90,other,M,,NA,,1398.9672,EU,NA,NA
fiat,500,9625.5,2013,1248,62,,M,4,NA,diesel,16101.5148,EU,NA,NA
audi,a3,108675,2009,1390,92,,M,4,5,gasoline,9667.08,EU,NA,NA
ford,focus,76507.2,2008,1560,80,,M,4,5,diesel,7020.2808000000005,EU,NA,NA
audi,q3,5674.698,2014,1968,103,,M,4,5,diesel,31747.766400000004,EU,NA,NA
volkswagen,touran,6.21,2016,1968,103,other,A,5,7,,27637.2,EU,NA,NA
opel,astra,2842.317,2015,1398,74,other,M,5,NA,,19974.600000000002,EU,NA,NA
audi,q5,35310.06,2013,1968,132,other,M,5,5,,35629.200000000004,EU,NA,NA
volkswagen,golf,96255,1998,1674,74,other,M,,NA,,1398.9672,EU,NA,NA
audi,a4,124510.5,2010,1968,105,,M,5,5,diesel,14749.074,EU,NA,NA
volkswagen,golf,105122.259,2012,1598,77,other,M,4,5,,7674.7932,EU,NA,NA
audi,a5,58262.22,2010,1968,100,other,A,,NA,,19557.7524,EU,NA,NA
volvo,v40,8.073,2015,1596,88,,M,4,4,gasoline,18970.8696,EU,NA,NA
opel,corsa,106812,1995,1195,33,other,M,2,5,,702.4428,EU,NA,NA
audi,a3,7576.2,2014,1395,90,,M,2,5,gasoline,16225.585200000001,EU,NA,NA
mitsubishi,space,105570,1999,1299,63,other,M,4,5,,1566,EU,NA,NA
opel,meriva,6023.7,2014,1364,88,,M,4,5,gasoline,13523.1876,EU,NA,NA
citroen,c6,88182,2007,2179,120,,M,None,5,diesel,10064.2608,EU,NA,NA
infinity,fx30,37135.8,2013,2993,175,other,A,5,5,,31972.320000000003,EU,NA,NA
fiat,500,3.105,2015,1242,51,other,M,,4,,11761.2,EU,NA,NA
bmw,x1,45352.251,2013,2000,105,other,M,4,NA,,18158.029200000004,EU,NA,NA
mazda,2,60237,2009,1999,108,,M,4,5,gasoline,9074.6784,EU,NA,NA
citroen,berlingo,64894.5,2009,1560,80,other,M,5,5,,7830.000000000001,EU,NA,NA
fiat,idea,75327.3,2008,1368,70,,A,4,5,gasoline,1058.8104,EU,NA,NA
peugeot,207,54027,2007,1560,66,other,M,,NA,,1398.9672,EU,NA,NA
ford,galaxy,102465,2013,1997,120,,A,5,7,diesel,18746.1108,EU,NA,NA
volkswagen,passat,193752,2000,2496,110,other,M,4,5,,1074.6000000000001,EU,NA,NA
fiat,500,7814.043,2015,1242,51,other,M,3,4,,11124,EU,NA,NA
opel,corsa,29249.1,2014,1229,63,,M,4,5,gasoline,8397.3348,EU,NA,NA
opel,zafira,116467.929,2006,1598,77,,M,4,7,gasoline,6470.1720000000005,EU,NA,NA
toyota,yaris,6.21,2015,1329,73,,M,4,5,gasoline,13243.348800000002,EU,NA,NA
ford,fiesta,989.874,2015,998,92,other,M,4,5,,14284.8576,EU,NA,NA
audi,a1,21832.497,2014,1598,66,compact,M,3,4,diesel,20412,EU,NA,NA
volkswagen,polo,6203.79,2015,1197,66,other,M,4,5,,17258.4,EU,NA,NA
mini,cooper,16030.494,2015,1598,82,,M,4,5,diesel,20274.5808,EU,NA,NA
citroen,c4-picasso,97552.89,2009,1600,80,van,M,5,7,diesel,1398.9672,EU,NA,NA
ford,galaxy,93789.63,2011,1997,120,other,A,5,7,,18338.4,EU,NA,NA
skoda,octavia,5904.468,2015,1395,110,coupe,M,5,5,gasoline,1398.9672,EU,NA,NA
mazda,323,102899.7,2002,1998,74,other,M,5,5,,2370.6000000000004,EU,NA,NA
opel,mokka,6.21,2016,1364,104,other,M,5,NA,,19969.2,EU,NA,NA
opel,astra,59616,2006,1910,88,,M,4,5,diesel,5390.01,EU,NA,NA
volkswagen,golf,135067.5,2001,1900,66,other,M,,NA,,3595.3416,EU,NA,NA
volkswagen,golf,3105,2015,1197,81,other,M,5,5,,20412,EU,NA,NA
volkswagen,golf,180090,1996,1984,85,other,M,5,5,,1620,EU,NA,NA
seat,ibiza,49680,2008,1390,63,other,M,5,5,,6858,EU,NA,NA
seat,leon,51543,2010,1600,77,other,M,5,5,,8618.400000000001,EU,NA,NA
renault,megane,56341.467,2002,1598,79,other,M,4,5,,2161.9224,EU,NA,NA
opel,vivaro,57132,2008,2464,107,,A,4,6,diesel,8104.514400000001,EU,NA,NA
opel,mokka,15687.081,2015,1598,100,other,M,4,NA,,21321.327600000004,EU,NA,NA
opel,corsa,24778.521,2012,1398,74,other,M,3,5,,8098.920000000001,EU,NA,NA
mazda,2,50922,2010,2000,111,other,M,5,5,,11664,EU,NA,NA
skoda,citigo,6.21,2015,999,44,,M,4,4,gasoline,8523.522,EU,NA,NA
porsche,911,94888.8,2002,3600,260,other,M,2,2,,30930.292800000003,EU,NA,NA
volkswagen,golf,84632.985,1998,1595,74,other,M,5,5,,1944.0000000000002,EU,NA,NA
skoda,felicia,91336.059,1998,1289,50,other,M,5,5,,799.4052000000001,EU,NA,NA
volkswagen,golf,108054,2005,1896,77,other,M,4,5,,5949.6768,EU,NA,NA
nissan,murano,61.479,2015,3498,188,other,A,4,5,,53989.200000000004,EU,NA,NA
audi,a3,127305,2004,32000,103,compact,A,None,NA,diesel,4756.482,EU,NA,NA
volkswagen,touran,142059.339,2005,1896,77,other,M,5,NA,,5378.4000000000005,EU,NA,NA
jeep,cherokee,14283,2015,1956,125,other,A,5,5,,36720,EU,NA,NA
volkswagen,golf-plus,24529.5,2012,1390,90,other,M,4,5,,16178.400000000001,EU,NA,NA
ford,mustang,52167.105,1969,5000,162,,A,2,NA,gasoline,52869.9204,EU,NA,NA
audi,rs6,11809.557,2015,3993,412,,A,4,5,gasoline,101390.1732,EU,NA,NA
maserati,quattroporte,66447,1998,3217,247,,A,None,NA,gasoline,18151.4304,EU,NA,NA
mercedes-benz,140,97621.2,1999,1397,60,other,A,5,5,,1501.2,EU,NA,NA
opel,corsa,89659.98,2004,998,44,other,M,3,NA,,2149.2000000000003,EU,NA,NA
bmw,x1,99360,2012,1995,105,other,A,5,5,,15120.000000000002,EU,NA,NA
ford,focus,107955.261,2003,1988,127,other,M,4,NA,,2585.3256,EU,NA,NA
peugeot,207,43252.65,2009,1598,88,other,M,4,NA,,7555.9284,EU,NA,NA
audi,a4,139725,1997,1595,74,,M,4,5,gasoline,1080.6048,EU,NA,NA
audi,a4,111780,2006,1996,103,other,M,5,5,,1398.9672,EU,NA,NA
volvo,xc90,216108,2007,2400,136,offroad,M,5,5,diesel,1398.9672,EU,NA,NA
fiat,grande-punto,14150.727,2015,1242,51,other,M,5,5,,9709.2,EU,NA,NA
skoda,octavia,102465,1998,1896,66,,M,4,5,diesel,2041.4052000000001,EU,NA,NA
skoda,superb,1767.366,2015,1968,162,other,A,4,5,,36565.07400000001,EU,NA,NA
fiat,500,89610.3,2009,1248,56,other,M,3,NA,,6901.200000000001,EU,NA,NA
opel,vivaro,46575,2011,1995,84,other,M,4,9,,11752.560000000001,EU,NA,NA
nissan,nv200,1.242,2015,1461,66,,M,4,5,diesel,13599.0468,EU,NA,NA
skoda,octavia,90045,2004,1595,75,other,M,5,5,,3397.4856000000004,EU,NA,NA
honda,cr-v,131652,2008,2204,103,other,M,5,5,,7990.0776000000005,EU,NA,NA
renault,megane,136902.555,2003,1870,88,other,M,5,5,,1501.2,EU,NA,NA
nissan,qashqai,61975.8,2010,1995,110,,M,4,5,diesel,13932.5184,EU,NA,NA
chevrolet,captiva,67689,2007,2000,110,,M,5,7,diesel,11016,EU,NA,NA
volkswagen,golf-sportsvan,6525.468,2014,1197,81,other,M,4,5,,17796.0564,EU,NA,NA
hyundai,i10,3.105,2015,998,49,other,M,4,NA,,9614.6784,EU,NA,NA
peugeot,508,85782.456,2012,1560,82,other,A,5,NA,,15055.2,EU,NA,NA
ford,thunderbird,56617.191,2003,3950,188,,A,2,2,gasoline,13612.320000000002,EU,NA,NA
volkswagen,golf,124200,2005,1896,66,other,M,5,5,,4860,EU,NA,NA
opel,astra,64584,1995,1388,44,other,M,5,5,,810,EU,NA,NA
volkswagen,golf,58538.565,2010,1390,90,other,M,5,5,,10746,EU,NA,NA
renault,laguna,69862.5,2008,1995,131,other,M,4,5,,10778.400000000001,EU,NA,NA
smart,forfour,7361.955,2015,999,52,other,M,4,4,,9983.4012,EU,NA,NA
peugeot,308,34242.561,2014,1560,85,other,M,5,5,,16416,EU,NA,NA
audi,a4,126684,1995,1595,74,other,M,4,5,,918.1188000000001,EU,NA,NA
rover,100,39744,2003,1396,76,other,M,,NA,,1398.9672,EU,NA,NA
opel,adam,5.589,2015,1398,64,other,M,2,4,,11714.5656,EU,NA,NA
audi,tt,2794.5,2016,3993,412,other,A,4,5,,120284.3844,EU,NA,NA
fiat,grande-punto,81351,2006,1248,55,other,M,5,5,,5074.92,EU,NA,NA
skoda,felicia,136620,1999,1289,50,other,M,5,5,,1398.9672,EU,NA,NA
volkswagen,passat,55849.014,2012,1598,77,other,M,4,5,,13446,EU,NA,NA
skoda,fabia,30118.5,2003,1390,74,other,M,4,5,,6428.602800000001,EU,NA,NA
fiat,500,51543,2010,1248,55,other,M,3,4,,8532,EU,NA,NA
jeep,renegade,17481.15,2014,1598,88,,M,4,5,diesel,16329.8592,EU,NA,NA
volkswagen,golf-sportsvan,2275.344,2015,1598,81,other,M,4,5,,24815.16,EU,NA,NA
citroen,c4-cactus,155.25,2016,1560,73,other,M,5,5,,1398.9672,EU,NA,NA
volvo,v40,35955.9,2013,1984,110,other,M,5,5,,18889.2,EU,NA,NA
kia,optima,81991.872,2012,1685,100,other,A,4,5,,12900.6,EU,NA,NA
subaru,outback,100602,2010,1998,110,other,M,5,5,,1398.9672,EU,NA,NA
bmw,x5,195615,2006,2993,160,other,A,5,5,,1398.9672,EU,NA,NA
volkswagen,golf,0.621,2016,1598,81,other,M,4,5,,15866.8848,EU,NA,NA
audi,q7,37818.9,2011,2967,179,other,M,5,NA,,42984,EU,NA,NA
renault,clio,123295.824,1999,1149,43,other,M,5,5,,1458,EU,NA,NA
toyota,aygo,81972,2006,998,50,other,M,2,4,,2161.4796,EU,NA,NA
audi,a1,3350.916,2014,1197,63,other,M,2,4,,14259.834,EU,NA,NA
audi,a3,99981,2007,1896,77,other,M,4,5,,9397.0368,EU,NA,NA
nissan,x-trail,125007.3,2006,2184,136,other,M,,NA,diesel,1398.9672,EU,NA,NA
ford,b-max,12916.8,2015,998,92,other,M,4,5,,19321.2,EU,NA,NA
suzuki,splash,53281.8,2008,1248,55,other,M,4,5,,5299.236,EU,NA,NA
ford,ka,42760.197,2005,1300,44,compact,M,None,NA,gasoline,1998.4752,EU,NA,NA
citroen,c5,108054,2012,1560,80,other,M,,NA,diesel,1398.9672,EU,NA,NA
citroen,c3,6520.5,2014,1199,60,,M,None,5,gasoline,10616.497200000002,EU,NA,NA
opel,agila,123579,2002,1199,55,other,M,5,4,,1078.92,EU,NA,NA
citroen,c-crosser,132273,2010,2179,115,other,A,5,7,,12852,EU,NA,NA
skoda,octavia,66810.906,2009,1900,77,,M,5,5,diesel,9193.1868,EU,NA,NA
seat,leon,15338.7,2014,1197,77,,M,4,5,gasoline,14513.5692,EU,NA,NA
fiat,panda,27214.704,2014,875,63,other,M,5,4,,12204,EU,NA,NA
toyota,auris,61305.12,2010,1798,108,other,M,,NA,,9138.830399999999,EU,NA,NA
fiat,doblo,38005.2,2012,1248,66,other,M,3,2,,8100.000000000001,EU,NA,NA
toyota,yaris,105657.561,2008,1364,66,,A,4,5,diesel,5616.6372,EU,NA,NA
bmw,m5,25347.357,2014,2993,280,,A,4,5,diesel,65800.1016,EU,NA,NA
opel,astra,89175.6,1998,1598,55,,M,4,5,gasoline,1943.2008,EU,NA,NA
nissan,x-trail,117139.851,2010,1995,110,other,M,5,5,,10692,EU,NA,NA
audi,a3,6365.871,2015,1598,81,,A,4,5,diesel,28241.924400000004,EU,NA,NA
peugeot,5008,6210,2014,1560,88,other,M,5,7,,22129.2,EU,NA,NA
mini,cooper-s,44712,2012,2000,105,other,M,3,2,,18900,EU,NA,NA
volkswagen,polo,63546.93,2008,1400,59,other,M,5,5,,4476.6864000000005,EU,NA,NA
skoda,octavia,166915.485,2011,2000,103,coupe,M,5,5,diesel,1398.9672,EU,NA,NA
volkswagen,caddy,41110.2,2012,1598,55,other,M,4,2,,10141.2,EU,NA,NA
volkswagen,passat,145314,2006,1968,103,other,A,5,5,,8046.000000000001,EU,NA,NA
smart,fortwo,31750.488,2009,999,52,,A,2,NA,gasoline,8090.409600000001,EU,NA,NA
audi,a4,229149,2004,1896,85,other,M,4,5,,3998.7540000000004,EU,NA,NA
opel,corsa,9.315,2015,999,85,,M,2,5,gasoline,14120.6976,EU,NA,NA
kia,ceed,3.105,2016,1396,73,other,M,5,5,,1398.9672,EU,NA,NA
volkswagen,multivan,61385.85,2011,1968,132,other,A,4,6,,36283.604400000004,EU,NA,NA
jeep,wrangler,36018,2012,3604,280,,A,4,5,gasoline,52594.725600000005,EU,NA,NA
volkswagen,passat,113531.22,2000,1781,92,other,M,4,5,,2595.6396,EU,NA,NA
citroen,c4,3.105,2016,1560,73,other,M,5,5,,1398.9672,EU,NA,NA
seat,alhambra,62.1,2016,1968,110,other,M,5,7,,34290,EU,NA,NA
citroen,xsara-picasso,171085.5,2003,1749,85,other,M,5,5,,1398.9672,EU,NA,NA
opel,astra,77625,1998,1598,55,other,M,5,5,,1834.92,EU,NA,NA
volkswagen,touran,11550.6,2014,1968,103,other,A,4,5,,24829.2,EU,NA,NA
volkswagen,passat,92529,2008,1968,125,sedan,M,4,5,diesel,1398.9672,EU,NA,NA
fiat,panda,52766.37,2010,1300,55,,M,5,4,diesel,7452.000000000001,EU,NA,NA
ford,mondeo,13549.599,2014,1999,149,other,A,4,5,,19985.4,EU,NA,NA
bmw,z4,25989.471,2012,1997,135,,M,2,2,gasoline,22055.22,EU,NA,NA
ford,fiesta,58994.379,1999,1242,55,other,M,4,5,,972.4752000000001,EU,NA,NA
peugeot,206,78565.194,2004,1360,65,other,M,4,5,,3996.1620000000003,EU,NA,NA
ford,focus,180773.1,2000,1753,66,other,M,5,5,,972.0000000000001,EU,NA,NA
volkswagen,golf,145184.832,1998,1390,55,other,M,4,5,,1782.0000000000002,EU,NA,NA
ford,mondeo,12.42,2015,1997,154,other,A,5,5,,32281.2,EU,NA,NA
mazda,2,118352.664,2006,1242,55,coupe,M,5,5,gasoline,1398.9672,EU,NA,NA
seat,alhambra,12.42,2016,1968,135,other,A,4,7,,40273.200000000004,EU,NA,NA
skoda,yeti,0,2015,1968,81,,M,4,5,diesel,18506.772000000004,EU,NA,NA
bmw,x5,92963.7,2005,2993,160,other,A,4,5,,15133.791600000002,EU,NA,NA
opel,insignia,16088.247,2014,1364,103,,M,None,NA,gasoline,19985.6808,EU,NA,NA
volkswagen,polo,55.89,2015,999,55,other,M,4,5,,17809.2,EU,NA,NA
renault,megane,26392.5,2009,1598,74,other,M,5,5,,7154.6976,EU,NA,NA
audi,a6,76383,2010,2967,176,,M,4,5,diesel,21503.9556,EU,NA,NA
skoda,roomster,109781.001,2009,1598,77,other,M,5,5,,2757.9528,EU,NA,NA
peugeot,307,124200,2003,1587,80,other,M,5,5,,1942.92,EU,NA,NA
kia,sportage,76358.16,2009,1975,104,other,M,4,5,,7452.000000000001,EU,NA,NA
volkswagen,golf,108176.958,1999,1594,74,other,M,5,5,,1398.9672,EU,NA,NA
skoda,octavia,107846.586,2008,2000,103,,M,5,5,diesel,9752.778,EU,NA,NA
audi,a1,79363.8,2011,1598,77,other,M,3,4,,12420,EU,NA,NA
mazda,cx-5,20182.5,2013,2191,129,,A,4,5,diesel,28081.674000000003,EU,NA,NA
ford,mondeo,158271.165,2004,2000,96,stationwagon,M,5,5,,1398.9672,EU,NA,NA
nissan,pulsar,4036.5,2014,1461,81,other,M,5,5,,15012.000000000002,EU,NA,NA
