make,model,mileage_mi,manufacture_year,engine_displacement,engine_power,body_type,transmission,door_count,seat_count,fuel_type,priceUSD,country,exterior_color,city
Mercedes-Benz,GLE-Class,4,2020,2000,255,SUV / Crossover,A,NA,7,Gasoline,66020,US,Black,Paramus
Chevrolet,Suburban,25892,2019,5300,355,SUV / Crossover,A,NA,8,Gasoline,44795,US,Summit White,Douglaston
Hyundai,Tucson,59270,2014,2000,164,SUV / Crossover,A,NA,5,Gasoline,9900,US,Winter White,Old Bridge
Kia,Sportage,10,2020,2400,181,SUV / Crossover,A,NA,5,Gasoline,26745,US,WHITE,Danbury
Hyundai,Tucson,13,2020,2000,161,SUV / Crossover,A,NA,5,Gasoline,26675,US,RED,Danbury
BMW,5 Series,20447,2018,3000,335,Sedan,A,NA,5,Gasoline,46692,US,Glacier Silver,Shelby Township
Jeep,Grand Cherokee,0,2020,3600,360,SUV / Crossover,A,NA,5,Gasoline,43695,US,Granite Crystal,Queens Village
Dodge,Charger,76790,2007,6100,425,Sedan,A,NA,5,Gasoline,13975,US,Brilliant Black Crystal Pearlcoat,South River
Nissan,Maxima,83250,2017,3500,300,Sedan,A,NA,5,Gasoline,13995,US,Black,Old Bridge
Ford,Fusion,40361,2017,2000,181,Sedan,A,NA,5,Gasoline,18495,US,White Platinum Metallic Tri-Coat,Lititz
Mercedes-Benz,GLC-Class,5,2020,2000,255,SUV / Crossover,A,NA,5,Gasoline,53010,US,Polar White,Okemos
BMW,3 Series,37708,2013,2000,240,Sedan,A,NA,5,Gasoline,15975,US,Alpine White,South River
Ford,F-350 Super Duty,6,2020,6700,NA,Pickup Truck,A,NA,6,Biodiesel,64435,US,Oxford Wht,Lititz
Ford,Focus,148100,2013,2000,252,Hatchback,M,NA,5,Gasoline,10999,US,Yellow,Shelby Charter Twp
Ford,Edge,6,2020,2000,250,SUV / Crossover,A,NA,5,Gasoline,30973,US,Agate Black,Clinton Township
Ford,Fusion,22698,2018,2000,NA,Sedan,A,NA,5,Gasoline,24491,US,Magnetic Metall,Lititz
Lincoln,MKZ,17101,2018,2000,245,Sedan,A,NA,5,Gasoline,23698,US,White Platinum Tri-Coat,Troy
Chevrolet,Equinox,28576,2018,1500,NA,SUV / Crossover,A,NA,5,Gasoline,18995,US,Storm Blue Metallic,Douglaston
Chevrolet,Trax,0,2020,1400,138,SUV / Crossover,A,NA,5,Gasoline,19369,US,Pacific Blue Metallic,Douglaston
Mercedes-Benz,GLS-Class,6,2020,3000,362,SUV / Crossover,A,NA,7,Gasoline,85510,US,Black,Paramus
Volkswagen,R32,78326,2008,3200,250,Hatchback,A,NA,5,Gasoline,13975,US,United Gray Metallic,South River
Mercedes-Benz,Sprinter,5,2020,3000,188,Van,A,NA,3,Diesel,61330,US,C,Paramus
Mercedes-Benz,GLS-Class,7,2020,3000,362,SUV / Crossover,A,NA,7,Gasoline,87425,US,Gray,Paramus
Hyundai,Tucson,73356,2012,2400,176,SUV / Crossover,A,NA,5,Gasoline,10475,US,Diamond Silver,South River
Chevrolet,Camaro,50463,2010,6200,400,Coupe,A,NA,4,,16975,US,Victory Red,South River
Hyundai,Tucson,0,2020,2000,161,SUV / Crossover,A,NA,5,Gasoline,26370,US,WHITE,Danbury
Maserati,GranTurismo,21393,2015,4700,NA,Coupe,A,NA,4,Gasoline,53650,US,Blu Mediterraneo Pearlescent,Spring Valley
Hyundai,Sonata,54964,2015,2400,185,Sedan,A,NA,5,Gasoline,9900,US,Shale Gray Metallic,Old Bridge
Dodge,Grand Caravan,179580,2013,3600,283,Minivan,A,NA,7,Gasoline,5999,US,Red,Shelby Charter Twp
Cadillac,XT5,32202,2017,3600,310,SUV / Crossover,A,NA,5,Gasoline,27495,US,Radiant Silver Metallic,Douglaston
Kia,Sportage,11,2020,2400,181,SUV / Crossover,A,NA,5,Gasoline,26745,US,BLUE,Danbury
Mercedes-Benz,GLE-Class,10,2020,2000,255,SUV / Crossover,A,NA,7,Gasoline,66150,US,Gray,Paramus
Hyundai,Kona,0,2020,2000,147,SUV / Crossover,A,NA,5,Gasoline,26380,US,RED,Danbury
Nissan,Sentra,37141,2017,1800,130,Sedan,A,NA,5,Gasoline,9900,US,Fresh Powder,Old Bridge
Jeep,Compass,2,2020,2400,180,SUV / Crossover,A,NA,5,Gasoline,33710,US,Diamond Black Crystal Pearlcoat,Queens Village
Chevrolet,Trax,0,2020,1400,138,SUV / Crossover,A,NA,5,Gasoline,19896,US,Pacific Blue Metallic,Douglaston
Mercedes-Benz,GLA-Class,5585,2020,2000,208,SUV / Crossover,A,NA,5,Gasoline,38719,US,Mountain Gray Metallic,Okemos
Toyota,FJ Cruiser,101134,2012,4000,260,SUV / Crossover,A,NA,5,Gasoline,20575,US,Silver Fresco Metallic,South River
Ford,Escape,0,2020,1500,NA,SUV / Crossover,A,NA,5,Gasoline,29450,US,Dark Persian Green Metallic,Clinton Township
Hyundai,Elantra,29605,2018,2000,147,Sedan,A,NA,5,Gasoline,12595,US,Phantom Black,Old Bridge
Mercedes-Benz,Sprinter,4,2020,3000,188,Van,A,NA,3,Diesel,64896,US,,Paramus
Lincoln,Mark VII,54000,1988,5000,225,Coupe,A,NA,5,Gasoline,11975,US,Burgundy,South River
Honda,Civic,27351,2015,1800,143,Sedan,A,NA,5,Gasoline,11995,US,Gray,Old Bridge
Ford,Edge,0,2020,2000,250,SUV / Crossover,A,NA,5,Gasoline,30973,US,Oxford White,Clinton Township
Ford,Explorer,47197,2017,3500,290,SUV / Crossover,A,NA,7,Gasoline,29995,US,Magnetic Metall,Lititz
Jeep,Compass,2,2020,2400,180,SUV / Crossover,A,NA,5,Gasoline,33710,US,Diamond Black Crystal Pearlcoat,Queens Village
BMW,1 Series,86759,2008,3000,230,Coupe,M,NA,4,Gasoline,6975,US,Sparkling Graphite,South River
Kia,Sportage,11,2020,2400,181,SUV / Crossover,A,NA,5,Gasoline,26745,US,GREY,Danbury
Ferrari,458 Italia,4341,2011,4500,562,Coupe,A,NA,2,Gasoline,187850,US,White,Spring Valley
Hyundai,Tucson,12,2020,2000,161,SUV / Crossover,A,NA,5,Gasoline,26675,US,RED,Danbury
Chevrolet,Trax,0,2020,1400,138,SUV / Crossover,A,NA,5,Gasoline,19896,US,Summit White,Douglaston
Jeep,Compass,14576,2018,2400,180,SUV / Crossover,A,NA,5,Gasoline,21800,US,Black,Royal Oak
Mercedes-Benz,GLE-Class,4,2020,4000,483,SUV / Crossover,A,NA,7,Gasoline,89650,US,Black,Paramus
Audi,A3,23104,2015,2000,220,Sedan,A,NA,5,Gasoline,18975,US,Brilliant black,South River
Hyundai,Tucson,12,2020,2000,161,SUV / Crossover,A,NA,5,Gasoline,26680,US,WHITE,Danbury
Lincoln,Aviator,0,2020,3000,NA,SUV / Crossover,A,NA,7,Gasoline,65086,US,Silver Radiance,Novi
BMW,3 Series,70485,2010,3000,300,Coupe,A,NA,4,Gasoline,12975,US,Black,South River
Chevrolet,Express,49070,2019,6000,341,Van,A,NA,15,Flex Fuel Vehicle,18995,US,Summit White,Douglaston
Audi,RS Q8,1455,2020,4000,NA,SUV / Crossover,A,NA,5,Gasoline,134950,US,Navarra Blue Metallic,Spring Valley
Hyundai,Santa Fe Sport,54097,2014,2400,190,SUV / Crossover,A,NA,5,Gasoline,11999,US,Moonstone Silver,Old Bridge
Jeep,Compass,62278,2016,2400,172,SUV / Crossover,A,NA,5,Gasoline,10599,US,Maximum Steel Metallic Clearcoat,Old Bridge
Kia,Sportage,11,2020,2400,181,SUV / Crossover,A,NA,5,Gasoline,26745,US,WHITE,Danbury
Mercedes-Benz,GLE-Class,4,2020,2000,255,SUV / Crossover,A,NA,7,Gasoline,68520,US,White,Paramus
Chevrolet,Trax,0,2020,1400,138,SUV / Crossover,A,NA,5,Gasoline,19896,US,Summit White,Douglaston
BMW,2 Series,36120,2015,2000,240,Coupe,A,NA,4,Gasoline,18575,US,Melbourne Red Metallic,South River
Porsche,911,8384,2018,3000,450,Convertible,A,NA,4,Gasoline,137995,US,White,Spring Valley
Chevrolet,Malibu,13699,2017,1500,160,Sedan,A,NA,5,Gasoline,18200,US,Tan,Royal Oak
Mercedes-Benz,GLE-Class,4,2020,2000,255,SUV / Crossover,A,NA,7,Gasoline,66440,US,Blue,Paramus
Jeep,Grand Cherokee,19498,2018,3600,295,SUV / Crossover,A,NA,5,Gasoline,35295,US,Velvet Red Pearl Coat,Lititz
Hyundai,Sonata,30174,2017,2400,185,Sedan,A,NA,5,Gasoline,10995,US,Dark Truffle,Old Bridge
Mercedes-Benz,E-Class,23,2020,3000,429,Coupe,A,NA,4,Gasoline,89185,US,Blue,Paramus
Chevrolet,Malibu,0,2020,1500,160,Sedan,A,NA,5,Gasoline,27375,US,Mosaic Black Metallic,Douglaston
Hyundai,Sonata,43521,2016,2400,185,Sedan,A,NA,5,Gasoline,10900,US,Venetian Red,Old Bridge
Ferrari,GTC4Lusso,76,2020,6300,680,Hatchback,A,NA,4,Gasoline,350698,US,White,Spring Valley
Mercedes-Benz,GLE-Class,9,2021,3000,429,Coupe,A,NA,5,Gasoline,91360,US,White,Paramus
Jeep,Grand Cherokee,0,2020,3600,360,SUV / Crossover,A,NA,5,Gasoline,43695,US,Granite Crystal,Queens Village
Hyundai,Tucson,0,2020,2000,161,SUV / Crossover,A,NA,5,Gasoline,26545,US,WHITE,Danbury
RAM,1500,43933,2017,5700,240,Pickup Truck,A,NA,6,Gasoline,29985,US,Maximum Steel Metallic Clearcoat,Douglaston
Kia,Sportage,13,2020,2400,181,SUV / Crossover,A,NA,5,Gasoline,26745,US,SILVER,Danbury
Chevrolet,Equinox,32228,2014,2400,301,SUV / Crossover,A,NA,5,Gasoline,12975,US,Crystal Red Tintcoat,South River
Ford,Escape,34009,2018,2000,245,SUV / Crossover,A,NA,5,Gasoline,22795,US,White Gold Meta,Lititz
Lincoln,Nautilus,0,2020,2700,335,SUV / Crossover,A,NA,5,Gasoline,53162,US,Pristine White,Novi
Jeep,Grand Cherokee,0,2020,3600,360,SUV / Crossover,A,NA,5,Gasoline,43695,US,Slate Blue Pearlcoat,Queens Village
Ferrari,599 GTB Fiorano,1258,2011,6000,620,Coupe,M,NA,2,Gasoline,1299950,US,Rosso Corsa,Spring Valley
Buick,Encore,39605,2013,1400,138,SUV / Crossover,A,NA,5,Gasoline,12975,US,Satin Steel Gray Metallic,South River
Chevrolet,Trax,0,2020,1400,138,SUV / Crossover,A,NA,5,Gasoline,19896,US,Pacific Blue Metallic,Douglaston
Volkswagen,Jetta,38416,2012,2000,140,Sedan,M,NA,5,Diesel,9975,US,Platinum Gray Metallic,South River
Hyundai,Tucson,13,2020,2000,161,SUV / Crossover,A,NA,5,Gasoline,26680,US,WHITE,Danbury
Chevrolet,Equinox,0,2020,1500,170,SUV / Crossover,A,NA,5,Gasoline,26888,US,Mosaic Black Metallic,Douglaston
Hyundai,Elantra,30115,2017,2000,147,Sedan,A,NA,5,Gasoline,10999,US,Electric Blue Metallic,Old Bridge
Ford,Escape,0,2020,1500,NA,SUV / Crossover,A,NA,5,Gasoline,29450,US,Agate Black Metallic,Clinton Township
BMW,7 Series,19845,2017,4400,445,Sedan,A,NA,5,Gasoline,56750,US,Carbon Black Metallic,Okemos
GMC,Yukon,81709,2015,5300,355,SUV / Crossover,A,NA,8,Flex Fuel Vehicle,28995,US,Onyx Black,Douglaston
Mercedes-Benz,Sprinter,4,2020,3000,188,Van,A,NA,3,Diesel,62611,US,Black,Paramus
Audi,A5,66877,2013,2000,211,Coupe,A,NA,4,Gasoline,14999,US,White,Old Bridge
Kia,Sportage,8,2020,2400,181,SUV / Crossover,A,NA,5,Gasoline,26745,US,SILVER,Danbury
Chevrolet,Trax,0,2020,1400,138,SUV / Crossover,A,NA,5,Gasoline,19896,US,Pacific Blue Metallic,Douglaston
Chevrolet,Camaro,70784,2015,3600,323,Coupe,A,NA,4,Gasoline,12975,US,Red Rock Metallic,South River
Mercedes-Benz,GLE-Class,6,2021,3000,429,Coupe,A,NA,5,Gasoline,93335,US,Black,Paramus
Ford,Edge,53610,2016,3500,280,SUV / Crossover,A,NA,5,Gasoline,22795,US,Magnetic Metall,Lititz
Mercedes-Benz,Sprinter,4,2019,3000,188,Van,A,NA,5,Diesel,62630,US,Jet Black,Paramus
Honda,Civic,57813,2014,1800,143,Sedan,A,NA,5,Gasoline,10199,US,Silver,Old Bridge
Lincoln,MKZ,0,2020,2000,245,Sedan,A,NA,5,Gasoline,44577,US,Infinite Black,Troy
BMW,5 Series,37134,2008,4800,360,Sedan,A,NA,5,Gasoline,13275,US,Alpine White,South River
Mercedes-Benz,GLE-Class,4,2020,4000,483,SUV / Crossover,A,NA,7,Gasoline,91865,US,Blue,Paramus
Mercedes-Benz,Sprinter,17,2019,3000,188,Van,A,NA,12,Diesel,53500,US,Jet Black,Okemos
Chevrolet,Traverse,7166,2019,3600,310,SUV / Crossover,A,NA,8,Gasoline,29700,US,Silver,Royal Oak
Porsche,Cayenne,55244,2014,3000,240,SUV / Crossover,A,NA,5,Diesel,28975,US,Umber,South River
Dodge,Dakota,179840,2009,4700,302,Pickup Truck,A,NA,6,Flex Fuel Vehicle,8499,US,Black,Shelby Charter Twp
BMW,5 Series,27145,2017,3000,335,Sedan,A,NA,5,Gasoline,46565,US,Alpine White,Shelby Township
Ferrari,Portofino,4080,2019,3900,591,Convertible,A,NA,4,Gasoline,228895,US,Titanium,Spring Valley
Lincoln,Continental,0,2020,3700,305,Sedan,A,NA,5,Gasoline,53481,US,Burgundy Velvet,Novi
Ford,Escape,21001,2017,2000,245,SUV / Crossover,A,NA,5,Gasoline,21395,US,White,Lititz
Lincoln,Aviator,0,2020,3000,NA,SUV / Crossover,A,NA,7,Gasoline,65670,US,Pristine White,Novi
Jeep,Wrangler Unlimited,61593,2011,3800,202,SUV / Crossover,M,NA,5,Gasoline,21975,US,Dark Green,South River
Lincoln,Nautilus,0,2020,2000,250,SUV / Crossover,A,NA,5,Gasoline,42348,US,Silver Radiance,Troy
BMW,3 Series,10828,2019,2000,255,Sedan,A,NA,5,Gasoline,46680,US,Portimao Blue Metallic,Shelby Township
Ford,F-150,975,2020,3500,395,Pickup Truck,A,NA,6,Gasoline,42518,US,Agate Black Metallic,Troy
BMW,5 Series,84588,2015,3000,300,Sedan,A,NA,5,Gasoline,19999,US,Black,Shelby Charter Twp
Lincoln,MKZ,0,2020,2000,245,Sedan,A,NA,5,Gasoline,44577,US,Infinite Black,Troy
Chevrolet,Trax,0,2020,1400,138,SUV / Crossover,A,NA,5,Gasoline,19896,US,Summit White,Douglaston
Mercedes-Benz,GLE-Class,4,2020,2000,255,SUV / Crossover,A,NA,7,Gasoline,62980,US,Black,Paramus
Ford,F-150,4,2020,5000,375,Pickup Truck,A,NA,5,Flex Fuel Vehicle,69060,US,Brown,Lititz
Ford,Escape,23018,2017,2000,245,SUV / Crossover,A,NA,5,Gasoline,21291,US,Shadow Black,Lititz
Chevrolet,Corvette,46884,1988,5700,245,Coupe,A,NA,2,Gasoline,13975,US,Blue,South River
Buick,Envision,43202,2017,2500,NA,SUV / Crossover,A,NA,5,Gasoline,18600,US,Silver,Royal Oak
Chevrolet,Trax,34228,2017,1400,138,SUV / Crossover,A,NA,5,Gasoline,14495,US,Mosaic Black Metallic,Douglaston
Lincoln,Navigator,53069,2017,3500,380,SUV / Crossover,A,NA,8,Gasoline,35980,US,White,Troy
Hyundai,Tucson,0,2020,2000,161,SUV / Crossover,A,NA,5,Gasoline,26680,US,WHITE,Danbury
Mercedes-Benz,E-Class,8,2020,3000,362,Wagon,A,NA,5,Gasoline,69415,US,Gray,Paramus
Lexus,GS 350,70457,2015,3500,306,Sedan,A,NA,5,Gasoline,20180,US,Gray,Old Bridge
Lincoln,Corsair,0,2020,2000,250,SUV / Crossover,A,NA,5,Gasoline,42383,US,Infinite Black,Troy
Hyundai,Elantra,52330,2017,2000,147,Sedan,A,NA,5,Gasoline,9900,US,Mineral Beige,Old Bridge
Mercedes-Benz,GLS-Class,71,2020,3000,362,SUV / Crossover,A,NA,7,Gasoline,94220,US,Black,Paramus
Dodge,Durango,2,2019,3600,295,SUV / Crossover,A,NA,7,Gasoline,48020,US,DB Black,Queens Village
Mercedes-Benz,A-Class,5095,2020,2000,188,Sedan,A,NA,5,Gasoline,35412,US,Digital White Metallic,Okemos
Chevrolet,Equinox,0,2020,1500,170,SUV / Crossover,A,NA,5,Gasoline,27385,US,Pacific Blue Metallic,Douglaston
Ferrari,GTC4Lusso T,1650,2019,3900,602,Coupe,A,NA,4,Gasoline,238995,US,Argento Nurburgring Metallic,Spring Valley
Lincoln,Aviator,0,2020,3000,NA,SUV / Crossover,A,NA,7,Gasoline,75354,US,Chroma Caviar Dark Gray,Novi
Kia,Sportage,21,2021,2400,181,SUV / Crossover,A,NA,5,Gasoline,26765,US,SILVER,Danbury
Chevrolet,Trax,0,2019,1400,138,SUV / Crossover,A,NA,5,Gasoline,20395,US,Mosaic Black Metallic,Douglaston
Toyota,Highlander,61708,2013,3500,270,SUV / Crossover,A,NA,7,Gasoline,16975,US,Sandy Beach,South River
Mercedes-Benz,GLS-Class,9,2020,3000,362,SUV / Crossover,A,NA,7,Gasoline,96375,US,Black,Paramus
Hyundai,Tucson,0,2020,2000,161,SUV / Crossover,A,NA,5,Gasoline,26700,US,RED,Danbury
Ford,Escape,0,2020,1500,NA,SUV / Crossover,A,NA,5,Gasoline,29845,US,Rapid Red Met Tinted Cc,Clinton Township
Mercedes-Benz,GLE-Class,6,2020,2000,255,SUV / Crossover,A,NA,7,Gasoline,63825,US,Silver,Paramus
Kia,Sportage,7,2021,2400,181,SUV / Crossover,A,NA,5,Gasoline,26765,US,SILVER,Danbury
Porsche,Cayenne,85972,2016,4800,570,SUV / Crossover,A,NA,5,Gasoline,62995,US,Black,Spring Valley
Nissan,Altima,26644,2017,2500,182,Sedan,A,NA,5,Gasoline,12800,US,Scarlet Ember,Old Bridge
Ford,Ranger,69764,2011,2300,143,Pickup Truck,M,NA,3,Gasoline,12995,US,Oxford White,Lititz
Honda,Accord,17475,2017,2400,189,Sedan,A,NA,5,Gasoline,17995,US,Gray,Old Bridge
Chevrolet,Equinox,0,2020,1500,170,SUV / Crossover,A,NA,5,Gasoline,27385,US,Pacific Blue Metallic,Douglaston
Mercedes-Benz,SL-Class,6,2020,3000,362,Convertible,A,NA,2,Gasoline,100795,US,Black,Paramus
Ford,Escape,0,2020,1500,NA,SUV / Crossover,A,NA,5,Gasoline,29845,US,Rapid Red Met Tinted Cc,Clinton Township
Porsche,Macan,5228,2020,3000,348,SUV / Crossover,A,NA,5,Gasoline,64900,US,Black,Okemos
Jeep,Grand Cherokee,0,2020,3600,360,SUV / Crossover,A,NA,5,Gasoline,43695,US,Granite Crystal,Queens Village
Dodge,Durango,93406,2013,3600,280,SUV / Crossover,A,NA,7,Gasoline,12975,US,Maximum Steel,South River
Hyundai,Tucson,67388,2012,2400,176,SUV / Crossover,A,NA,5,Gasoline,9900,US,Chai Bronze,Old Bridge
INFINITI,Q40,20506,2015,3700,328,Sedan,A,NA,5,Gasoline,18575,US,Black Obsidian,South River
Ford,Edge,58869,2013,3500,285,SUV / Crossover,A,NA,5,Gasoline,13975,US,Silver,South River
Chevrolet,Express,30434,2019,6000,341,Van,A,NA,15,Flex Fuel Vehicle,20995,US,Summit White,Douglaston
Cadillac,ATS,30153,2013,2500,202,Sedan,A,NA,5,Gasoline,13575,US,Crystal Red Tintcoat,South River
INFINITI,FX35,142144,2009,3500,303,SUV / Crossover,A,NA,5,Gasoline,12995,US,Blue,Lititz
BMW,2 Series,42900,2017,2000,248,Coupe,M,NA,4,Gasoline,28879,US,Mineral Grey,Shelby Township
Mercedes-Benz,SL-Class,8,2020,3000,362,Convertible,A,NA,2,Gasoline,101590,US,White,Paramus
BMW,X2,2825,2020,2000,302,SUV / Crossover,A,NA,5,Gasoline,46775,US,Mineral Grey,Shelby Township
Chevrolet,Malibu,0,2020,1500,160,Sedan,A,NA,5,Gasoline,20745,US,Mosaic Black Metallic,Douglaston
Ford,F-150,7,2020,3500,395,Pickup Truck,A,NA,6,Gasoline,42634,US,Agate Black Metallic,Troy
Mercedes-Benz,SL-Class,31,2020,3000,362,Convertible,A,NA,2,Gasoline,101710,US,White,Paramus
Jeep,Grand Cherokee,0,2020,3600,295,SUV / Crossover,A,NA,5,Gasoline,43695,US,Granite Crystal,Queens Village
Volkswagen,Jetta,45468,2015,2000,115,Sedan,M,NA,5,Gasoline,8975,US,Reflex Silver Metallic,South River
Mercedes-Benz,GLC-Class,9,2019,3000,362,SUV / Crossover,A,NA,5,Gasoline,70250,US,Obsidian Black Metallic,Paramus
Kia,Sportage,16,2021,2400,181,SUV / Crossover,A,NA,5,Gasoline,26765,US,GRAY,Danbury
Ford,Edge,2,2020,2000,250,SUV / Crossover,A,NA,5,Gasoline,30973,US,Magnetic Metallic,Clinton Township
Chevrolet,Trax,0,2020,1400,138,SUV / Crossover,A,NA,5,Gasoline,20874,US,Summit White,Douglaston
Hyundai,Genesis,48569,2014,3800,333,Sedan,A,NA,5,Gasoline,13975,US,Caspian Black,South River
Hyundai,Elantra,0,2020,1600,201,Sedan,A,NA,5,Gasoline,26915,US,SILVER,Danbury
Hyundai,Tucson,74463,2013,2400,176,SUV / Crossover,A,NA,5,Gasoline,10980,US,Diamond Silver,Old Bridge
Volkswagen,Jetta SportWagen,75937,2011,2000,140,Wagon,A,NA,5,Diesel,9975,US,Black,South River
Ford,F-150,74358,2012,5000,365,Pickup Truck,A,NA,6,Flex Fuel Vehicle,20575,US,Dark Blue Pearl,South River
Lincoln,Aviator,0,2020,3000,NA,SUV / Crossover,A,NA,7,Gasoline,75417,US,Chroma Caviar Dark Gray,Novi
Chevrolet,Corvette,82291,2014,6200,455,Convertible,A,NA,2,Gasoline,38999,US,Yellow,Shelby Charter Twp
Mercedes-Benz,SL-Class,26,2020,3000,362,Convertible,A,NA,2,Gasoline,101710,US,White,Paramus
Hyundai,Sonata,78067,2014,2000,274,Sedan,A,NA,5,Gasoline,9900,US,Radiant Silver Metallic,Old Bridge
Hyundai,Tucson,0,2020,2000,161,SUV / Crossover,A,NA,5,Gasoline,26710,US,BLUE,Danbury
Hyundai,Tucson,13,2020,2000,161,SUV / Crossover,A,NA,5,Gasoline,26710,US,RED,Danbury
Hyundai,Genesis Coupe,42636,2013,3800,344,Coupe,M,NA,4,Gasoline,15575,US,Black Noir Pearl,South River
Ford,F-150,1656,2020,3500,395,Pickup Truck,A,NA,6,Gasoline,42518,US,Agate Black Metallic,Troy
Honda,CR-V,82681,2013,2400,185,SUV / Crossover,A,NA,5,Gasoline,13199,US,Black,Old Bridge
Kia,Sportage,8,2021,2400,181,SUV / Crossover,A,NA,5,Gasoline,26765,US,SILVER,Danbury
Jeep,Grand Cherokee,16430,2015,6400,470,SUV / Crossover,A,NA,5,Gasoline,55000,US,Brilliant Black Crystal Pearlcoat,Old Bridge
Mercedes-Benz,E-Class,5,2020,2000,255,Sedan,A,NA,5,Gasoline,63845,US,Black,Paramus
Mercedes-Benz,GLC-Class,8,2020,2000,255,SUV / Crossover,A,NA,5,Gasoline,53540,US,Iridium Silver Metallic,Okemos
Mercedes-Benz,R-Class,69996,2007,3500,268,Wagon,A,NA,6,Gasoline,9975,US,Desert Silver Metallic,South River
Ford,Escape,0,2020,1500,NA,SUV / Crossover,A,NA,5,Gasoline,29450,US,Desert Gold Metallic,Clinton Township
Acura,TSX,41033,2012,2400,201,Sedan,A,NA,5,Gasoline,14575,US,Crystal Black Pearl,South River
Hyundai,Kona,12,2020,2000,147,SUV / Crossover,A,NA,5,Gasoline,26925,US,WHITE,Danbury
BMW,X3,20800,2017,2000,240,SUV / Crossover,A,NA,5,Gasoline,31575,US,Mineral White Metallic,Darien
Chevrolet,Equinox,30715,2017,2400,182,SUV / Crossover,A,NA,5,Gasoline,16495,US,Mosaic Black Metallic,Douglaston
BMW,5 Series,32321,2017,3000,335,Sedan,A,NA,5,Gasoline,35975,US,Dark Graphite Metallic,Darien
Chevrolet,Equinox,0,2020,1500,170,SUV / Crossover,A,NA,5,Gasoline,29425,US,Nightfall Gray Metallic,Douglaston
Lincoln,MKZ,16647,2017,2000,245,Sedan,A,NA,5,Gasoline,24582,US,Black Velvet,Troy
Chevrolet,Trax,0,2020,1400,138,SUV / Crossover,A,NA,5,Gasoline,20874,US,Satin Steel Metallic,Douglaston
BMW,5 Series,31735,2017,3000,335,Sedan,A,NA,5,Gasoline,40775,US,Carbon Black Metallic,Darien
Ford,Expedition,20,2020,3500,375,SUV / Crossover,A,NA,7,Gasoline,79845,US,Rapid Red,Lititz
Dodge,Durango,2,2019,3600,295,SUV / Crossover,A,NA,7,Gasoline,48020,US,DB Black,Queens Village
Mercedes-Benz,SL-Class,25,2020,3000,362,Convertible,A,NA,2,Gasoline,103745,US,Gray,Paramus
Ford,F-150,4,2020,3500,395,Pickup Truck,A,NA,6,Gasoline,42599,US,Agate Black Metallic,Troy
Ford,Edge,2,2020,2000,250,SUV / Crossover,A,NA,5,Gasoline,30985,US,Agate Black,Clinton Township
BMW,3 Series,19,2020,2000,255,Sedan,A,NA,5,Gasoline,48995,US,Jet Black,Darien
BMW,3 Series,11,2020,2000,255,Sedan,A,NA,5,Gasoline,48185,US,Mineral Grey Metallic,Darien
Kia,Sportage,12,2021,2400,181,SUV / Crossover,A,NA,5,Gasoline,26765,US,COPPER,Danbury
Mercedes-Benz,Sprinter,4,2020,3000,188,Van,A,NA,3,Diesel,69676,US,Black,Paramus
Volkswagen,Jetta SportWagen,65686,2014,2000,140,Wagon,A,NA,5,Diesel,11975,US,Tempest Blue Metallic,South River
Ford,F-350 Super Duty,0,2020,6700,NA,Pickup Truck,A,NA,6,Biodiesel,74665,US,Black,Lititz
Chevrolet,Suburban,157456,2008,5300,366,SUV / Crossover,A,NA,8,Flex Fuel Vehicle,11999,US,White,Shelby Charter Twp
Chevrolet,Silverado 1500,11058,2020,5300,355,Pickup Truck,A,NA,6,Gasoline,34495,US,White,Douglaston
Dodge,Journey,55648,2012,3600,283,SUV / Crossover,A,NA,7,Gasoline,11975,US,White,South River
Kia,Rio,74527,2016,1600,NA,Sedan,A,NA,5,Gasoline,6995,US,Digital Yellow,Old Bridge
Buick,Enclave,74719,2013,3600,288,SUV / Crossover,A,NA,8,Gasoline,14975,US,Mocha Bronze,South River
Chevrolet,Trax,0,2020,1400,138,SUV / Crossover,A,NA,5,Gasoline,20874,US,Satin Steel Metallic,Douglaston
BMW,3 Series,27484,2017,3000,320,Sedan,A,NA,5,Gasoline,30975,US,Glacier Silver Metallic,Darien
BMW,3 Series,80092,2014,2000,240,Sedan,A,NA,5,Gasoline,13099,US,White,Old Bridge
RAM,1500,2,2020,3600,395,Pickup Truck,A,NA,6,Flex Fuel Vehicle,46695,US,Granite Crystal,Queens Village
BMW,X3,31674,2017,2000,240,SUV / Crossover,A,NA,5,Gasoline,29975,US,Jet Black,Darien
INFINITI,Q70,63047,2015,3700,330,Sedan,A,NA,5,Gasoline,19975,US,Graphite Shadow,South River
Kia,Sportage,11,2021,2400,181,SUV / Crossover,A,NA,5,Gasoline,26765,US,GREY,Danbury
Lincoln,Aviator,0,2020,3000,NA,SUV / Crossover,A,NA,7,Gasoline,65670,US,Iced Mocha,Novi
Hyundai,Tucson,13,2020,2000,161,SUV / Crossover,A,NA,5,Gasoline,26995,US,WHITE,Danbury
Ford,Ranger,147385,2011,2300,143,Pickup Truck,A,NA,3,Gasoline,6999,US,Silver,Shelby Charter Twp
Chevrolet,Traverse,100146,2009,3600,281,SUV / Crossover,A,NA,8,Gasoline,8600,US,Blue,Royal Oak
